transaction_id,amount,customer_age_days,order_count_past_30d,refund_count_past_90d,device_change_flag,shipping_billing_mismatch,payment_method,hour_of_day,is_chargeback
txn_101152,448.02,0,4,0,0,0,credit_card,23,0
txn_101153,1301.59,11,4,0,0,1,debit_card,20,0
txn_101154,3457.41,357,3,1,0,0,upi,19,0
txn_101155,2366.91,310,6,0,0,0,debit_card,18,0
txn_101156,665.09,79,6,0,0,1,debit_card,12,0
txn_101157,892.45,87,0,0,0,0,debit_card,19,0
txn_101158,991.11,20,3,0,0,0,upi,12,0
txn_101159,2061.73,360,2,0,0,0,credit_card,7,0
txn_101160,4356.31,4,3,1,1,0,credit_card,6,0
txn_101161,2475.99,186,0,0,0,0,credit_card,16,0
txn_101162,938.3,335,3,0,0,0,debit_card,10,0
txn_101163,499.07,89,2,0,0,0,debit_card,21,0
txn_101164,584.3,212,4,0,0,0,credit_card,14,0
txn_101165,916.19,12,2,0,0,0,upi,17,0
txn_101166,7914.59,237,1,0,1,1,net_banking,11,0
txn_101167,777.31,208,1,0,0,0,upi,22,0
txn_101168,2649.06,51,1,0,0,0,net_banking,11,0
txn_101169,2405.67,443,5,2,0,0,credit_card,8,0
txn_101170,244.4,55,7,2,0,0,wallet,16,0
txn_101171,3135.71,553,5,0,0,0,credit_card,2,0
txn_101172,3207.13,26,2,0,0,0,credit_card,11,0
txn_101173,2486.26,320,2,0,1,0,debit_card,13,0
txn_101174,203.7,306,3,1,0,0,upi,19,0
txn_101175,1747.07,138,3,0,0,0,upi,10,0
txn_101176,450.38,6,3,0,0,0,credit_card,18,0
txn_101177,1689.79,226,0,0,0,0,wallet,7,0
txn_101178,162.67,71,1,0,0,0,credit_card,17,0
txn_101179,623.4,12,2,0,0,0,upi,22,0
txn_101180,804.23,46,4,0,0,0,credit_card,20,0
txn_101181,2732.02,311,0,0,0,0,debit_card,17,0
txn_101182,1577.56,338,1,0,1,0,credit_card,12,0
txn_101183,600.26,203,13,0,0,0,debit_card,9,0
txn_101184,2273.4,1015,3,0,0,0,debit_card,13,0
txn_101185,6912.95,4,2,0,0,1,debit_card,8,0
txn_101186,4045.32,19,4,0,0,0,credit_card,8,0
txn_101187,719.02,409,6,1,0,0,upi,21,0
txn_101188,4719.73,507,9,3,0,0,credit_card,21,0
txn_101189,7214.27,71,0,0,0,0,credit_card,15,0
txn_101190,2196.59,163,0,0,0,0,net_banking,17,0
txn_101191,6415.4,11,2,1,0,0,upi,19,0
txn_101192,350.91,26,0,0,0,0,debit_card,16,0
txn_101193,2510.34,66,2,0,1,0,debit_card,18,0
txn_101194,349.87,318,1,0,0,0,credit_card,10,0
txn_101195,9630.08,204,0,0,1,0,credit_card,18,0
txn_101196,895.15,85,4,0,0,0,credit_card,10,0
txn_101197,1308.22,65,0,0,1,0,credit_card,20,0
txn_101198,434.22,76,0,0,0,0,credit_card,19,0
txn_101199,2007.13,91,4,0,0,0,debit_card,14,0
txn_101200,1674.22,201,0,0,0,0,credit_card,8,0
txn_101201,1142.93,81,12,0,0,0,upi,17,0
txn_101202,1417.34,303,2,1,0,0,upi,16,0
txn_101203,220.25,3,4,0,0,0,debit_card,19,0
txn_101204,1268.93,33,1,0,0,0,debit_card,15,0
txn_101205,616.96,225,22,0,0,0,upi,10,0
txn_101206,593.04,21,3,0,1,0,upi,8,0
txn_101207,3267.53,261,2,0,0,0,credit_card,19,0
txn_101208,1349.4,6,3,0,0,0,debit_card,17,0
txn_101209,1868.25,10,2,0,0,1,credit_card,19,0
txn_101210,1091.61,26,0,0,0,0,credit_card,18,0
txn_101211,7660.5,116,0,0,0,0,credit_card,10,0
txn_101212,1062.12,30,4,0,0,0,upi,21,0
txn_101213,1505.99,463,12,0,0,0,credit_card,16,0
txn_101214,688.36,340,5,0,0,0,upi,20,0
txn_101215,425.35,552,9,1,0,1,credit_card,20,0
txn_101216,1384.45,0,1,0,1,0,credit_card,11,0
txn_101217,1223.65,23,0,0,0,0,credit_card,9,0
txn_101218,1108.26,195,19,1,0,0,upi,17,0
txn_101219,180.05,30,4,0,0,0,credit_card,19,0
txn_101220,3536.55,293,5,0,0,0,debit_card,11,0
txn_101221,4484.17,8,4,0,0,1,credit_card,18,0
txn_101222,1214.99,82,2,0,1,0,credit_card,12,0
txn_101223,1448.04,145,3,0,0,0,wallet,13,0
txn_101224,2076.98,48,3,0,1,0,debit_card,20,0
txn_101225,2993.6,292,0,0,0,1,credit_card,13,0
txn_101226,336.97,8,2,0,0,0,debit_card,13,0
txn_101227,876.38,26,0,0,0,0,credit_card,10,0
txn_101228,1130.62,251,1,0,0,0,upi,14,0
txn_101229,1259.89,67,1,0,0,0,upi,20,0
txn_101230,2020.5,61,4,0,0,0,upi,14,0
txn_101231,2209.83,372,3,0,0,0,debit_card,15,0
txn_101232,5246.29,87,7,0,0,0,upi,23,0
txn_101233,197.81,3,3,0,0,0,upi,13,0
txn_101234,1175.02,1,1,1,0,0,credit_card,17,0
txn_101235,941.14,10,4,0,0,0,upi,15,0
txn_101236,1189.88,103,2,0,0,1,net_banking,10,1
txn_101237,865.59,173,3,0,1,0,credit_card,17,0
txn_101238,8477.52,326,1,0,0,1,credit_card,7,1
txn_101239,655.71,281,1,0,0,1,credit_card,23,0
txn_101240,444.42,45,0,0,0,0,credit_card,8,0
txn_101241,2925.69,11,4,2,0,1,upi,11,0
txn_101242,2930.7,625,0,0,0,0,upi,21,0
txn_101243,3396.73,25,2,0,0,1,credit_card,14,0
txn_101244,705.45,33,9,0,0,0,debit_card,8,0
txn_101245,1736.42,274,0,0,0,0,upi,6,0
txn_101246,1447.66,15,0,0,0,0,upi,15,0
txn_101247,382.52,0,1,0,0,0,credit_card,19,0
txn_101248,520.38,171,3,0,0,0,upi,13,0
txn_101249,966.91,529,6,2,0,0,upi,18,0
txn_101250,3142.95,124,3,0,0,0,credit_card,16,0
txn_101251,2245.09,408,7,0,1,0,upi,10,0
txn_101252,16422.99,116,0,0,0,1,debit_card,9,0
txn_101253,7248.97,112,0,0,0,0,wallet,11,0
txn_101254,8104.63,210,9,1,0,0,upi,22,0
txn_101255,219.03,594,3,1,0,0,debit_card,18,0
txn_101256,252.33,10,4,0,0,1,upi,1,0
txn_101257,1873.51,215,0,0,0,0,wallet,18,0
txn_101258,1114.51,4,3,0,0,0,upi,9,0
txn_101259,3502.38,10,4,0,1,0,upi,15,0
txn_101260,324.28,318,3,0,0,1,upi,7,0
txn_101261,1741.89,10,4,1,0,0,credit_card,11,0
txn_101262,895.4,120,5,0,0,0,debit_card,9,0
txn_101263,9862.39,12,4,0,0,0,credit_card,19,0
txn_101264,571.04,217,0,0,0,0,credit_card,21,0
txn_101265,668.16,107,2,0,0,0,credit_card,16,1
txn_101266,672.02,12,3,0,0,0,credit_card,10,0
txn_101267,644.85,156,5,0,0,0,credit_card,15,0
txn_101268,943.04,4,4,0,0,0,debit_card,21,0
txn_101269,1709.1,139,0,0,0,0,net_banking,20,0
txn_101270,500.16,34,14,0,0,0,upi,17,0
txn_101271,129.67,377,1,0,0,0,credit_card,5,0
txn_101272,2180.26,593,2,0,1,0,credit_card,20,0
txn_101273,1071.32,146,4,0,0,0,credit_card,23,0
txn_101274,1126.93,17,0,0,0,0,credit_card,16,0
txn_101275,1558.33,124,3,1,0,0,credit_card,15,1
txn_101276,1967.42,14,4,1,0,0,credit_card,9,0
txn_101277,1409.33,254,4,0,0,0,wallet,18,0
txn_101278,3150.61,32,3,0,0,0,upi,4,0
txn_101279,1317.07,287,1,0,0,0,debit_card,19,0
txn_101280,1693.09,8,1,0,0,1,upi,17,0
txn_101281,7768.19,229,8,0,0,0,debit_card,5,0
txn_101282,2575.59,155,1,0,0,0,credit_card,9,0
txn_101283,3972.57,51,7,0,0,0,debit_card,20,0
txn_101284,2027.8,6,3,1,0,0,credit_card,10,0
txn_101285,2782.85,175,3,1,0,0,debit_card,16,0
txn_101286,1310.66,560,1,0,0,0,upi,11,0
txn_101287,1677.06,4,1,0,0,0,credit_card,19,0
txn_101288,701.88,12,3,0,0,0,credit_card,18,0
txn_101289,1051.66,321,2,0,0,0,credit_card,16,0
txn_101290,1717.06,13,1,0,0,0,debit_card,23,0
txn_101291,3578.42,163,5,0,0,0,debit_card,20,0
txn_101292,6112.51,2,4,0,0,0,debit_card,19,0
txn_101293,487.01,78,1,0,0,0,upi,18,0
txn_101294,694.22,377,1,0,0,0,debit_card,12,0
txn_101295,1037.42,400,4,0,0,0,upi,23,0
txn_101296,688.07,83,2,0,0,0,credit_card,8,0
txn_101297,865.63,148,21,1,0,0,net_banking,13,0
txn_101298,776.19,243,5,0,0,0,credit_card,13,0
txn_101299,2368.6,149,3,0,0,1,credit_card,9,0
txn_101300,1641.83,4,1,0,0,0,credit_card,16,0
txn_101301,808.91,277,4,0,0,0,credit_card,18,0
txn_101302,343.07,134,11,0,1,0,net_banking,18,0
txn_101303,10122.82,64,12,4,1,0,credit_card,19,0
txn_101304,3553.93,206,0,0,0,0,upi,18,0
txn_101305,5160.04,252,3,1,0,0,net_banking,12,0
txn_101306,4421.86,295,1,0,0,0,debit_card,18,0
txn_101307,1553.77,6,3,0,0,0,upi,10,0
txn_101308,1192.49,369,0,0,1,1,credit_card,20,0
txn_101309,414.12,138,9,0,0,0,debit_card,9,0
txn_101310,551.59,659,5,2,0,0,net_banking,11,0
txn_101311,4602.23,520,2,0,0,0,upi,20,0
txn_101312,2734.41,63,6,0,0,0,net_banking,17,0
txn_101313,2485.68,168,0,0,0,0,net_banking,3,0
txn_101314,3161.24,286,1,0,0,0,net_banking,15,0
txn_101315,1338.72,451,0,0,0,0,upi,9,0
txn_101316,4466.24,478,5,0,0,0,credit_card,9,0
txn_101317,522.16,2,4,0,0,0,credit_card,16,0
txn_101318,2110.16,153,8,0,1,0,credit_card,8,0
txn_101319,1677.74,221,1,0,0,0,debit_card,13,0
txn_101320,921.59,53,6,2,1,0,upi,16,0
txn_101321,622.44,172,0,0,0,0,debit_card,15,0
txn_101322,2757.28,40,0,0,0,0,credit_card,14,0
txn_101323,679.56,9,4,0,0,1,upi,22,0
txn_101324,828.47,19,1,0,1,0,wallet,9,0
txn_101325,13713.9,16,0,0,1,1,credit_card,20,0
txn_101326,1176.27,278,6,0,0,0,wallet,13,0
txn_101327,118.63,3,2,0,1,1,credit_card,9,0
txn_101328,3686.13,3,1,0,0,1,credit_card,15,0
txn_101329,2155.63,316,0,0,1,0,wallet,18,0
txn_101330,1144.69,0,1,0,0,0,upi,11,0
txn_101331,617.65,136,0,0,0,1,debit_card,12,0
txn_101332,2915.15,121,2,0,1,0,upi,20,0
txn_101333,4253.09,326,1,0,0,0,credit_card,7,0
txn_101334,1287.07,13,3,0,1,0,upi,4,0
txn_101335,2017.94,7,1,1,0,0,credit_card,18,0
txn_101336,3848.3,163,4,1,0,0,credit_card,19,0
txn_101337,2635.13,140,7,0,0,0,wallet,17,0
txn_101338,1203.48,9,4,0,0,0,net_banking,22,0
txn_101339,1269.13,563,1,0,0,0,upi,15,0
txn_101340,289.88,166,6,0,0,0,debit_card,23,0
txn_101341,370.33,7,2,0,1,0,upi,5,0
txn_101342,366.8,32,5,0,0,0,debit_card,20,0
txn_101343,1563.69,7,3,1,0,0,wallet,21,0
txn_101344,2766.94,41,8,0,0,0,wallet,22,0
txn_101345,1489.97,154,1,0,0,0,credit_card,8,0
txn_101346,1385.24,10,3,0,0,0,credit_card,18,0
txn_101347,6644.78,214,0,0,1,0,upi,11,0
txn_101348,1059.11,114,9,3,0,0,upi,16,0
txn_101349,2975.48,93,6,2,0,0,credit_card,16,0
txn_101350,878.86,339,5,0,0,0,credit_card,14,0
txn_101351,1576.87,102,3,0,0,0,debit_card,19,0
txn_101352,1349.16,151,8,0,0,0,wallet,15,0
txn_101353,1641.16,0,3,0,0,0,upi,18,0
txn_101354,620.51,179,5,0,0,1,credit_card,16,0
txn_101355,3195.94,334,1,0,0,0,upi,20,0
txn_101356,582.0,293,2,0,0,0,upi,9,0
txn_101357,2089.03,266,12,5,0,0,credit_card,11,0
txn_101358,608.35,353,1,0,0,0,debit_card,16,0
txn_101359,4512.14,66,3,0,0,0,upi,20,0
txn_101360,684.88,709,3,0,0,0,credit_card,17,0
txn_101361,1809.48,92,7,1,0,0,debit_card,11,0
txn_101362,1606.85,33,3,0,1,0,upi,12,0
txn_101363,664.15,171,1,0,0,0,net_banking,16,0
txn_101364,1190.04,86,6,0,0,0,debit_card,15,0
txn_101365,511.55,565,3,0,0,0,upi,20,0
txn_101366,880.88,51,0,0,0,0,upi,11,0
txn_101367,702.76,217,0,0,0,0,upi,13,0
txn_101368,702.32,130,3,1,1,0,wallet,8,0
txn_101369,202.11,319,4,1,0,0,credit_card,16,0
txn_101370,1499.61,137,0,0,0,0,credit_card,21,0
txn_101371,181.11,72,6,0,0,0,credit_card,9,0
txn_101372,3302.44,254,2,0,0,0,credit_card,16,0
txn_101373,634.27,97,1,0,0,0,credit_card,11,0
txn_101374,449.46,71,1,0,0,0,net_banking,8,0
txn_101375,1711.65,11,4,1,0,0,debit_card,20,0
txn_101376,550.31,10,2,0,0,0,debit_card,17,0
txn_101377,2635.98,93,5,1,0,0,credit_card,18,0
txn_101378,3323.8,9,2,1,0,0,upi,18,0
txn_101379,1266.61,105,9,0,0,0,net_banking,22,0
txn_101380,511.74,329,1,0,0,0,upi,8,0
txn_101381,2238.55,449,4,0,0,0,upi,20,0
txn_101382,1014.61,166,2,0,0,0,credit_card,23,0
txn_101383,1947.99,342,1,0,0,0,wallet,18,0
txn_101384,5753.51,3,4,0,0,0,credit_card,9,0
txn_101385,2823.73,20,0,0,0,0,upi,16,0
txn_101386,981.3,0,1,0,0,0,upi,16,0
txn_101387,809.66,102,6,0,0,0,credit_card,12,0
txn_101388,8451.35,175,1,0,0,0,net_banking,16,0
txn_101389,172.23,21,0,0,0,0,credit_card,13,0
txn_101390,1706.94,563,0,0,1,0,debit_card,22,0
txn_101391,3349.88,32,0,0,1,0,wallet,10,0
txn_101392,270.92,155,10,1,0,1,upi,13,0
txn_101393,1488.49,6,2,0,0,0,credit_card,16,0
txn_101394,1614.33,154,4,0,0,0,debit_card,16,0
txn_101395,543.27,176,0,0,0,0,upi,11,0
txn_101396,314.39,6,2,1,0,0,credit_card,21,0
txn_101397,394.03,41,1,0,1,0,credit_card,8,0
txn_101398,1841.57,102,4,0,0,0,net_banking,14,0
txn_101399,720.15,7,4,0,0,0,credit_card,18,0
txn_101400,1735.77,13,3,0,1,0,debit_card,0,0
txn_101401,399.42,13,1,1,0,0,upi,12,0
txn_101402,799.54,2,4,0,0,0,net_banking,20,0
txn_101403,2367.4,7,2,0,0,0,credit_card,13,0
txn_101404,2768.9,479,2,0,0,0,upi,7,0
txn_101405,529.94,15,6,2,0,1,net_banking,18,0
txn_101406,269.8,299,0,0,1,1,debit_card,12,1
txn_101407,369.72,68,6,0,0,0,upi,19,0
txn_101408,740.53,160,1,0,0,0,wallet,19,0
txn_101409,687.3,7,1,0,0,1,credit_card,6,0
txn_101410,791.64,184,2,0,0,0,credit_card,11,0
txn_101411,4085.02,89,0,0,0,0,debit_card,18,0
txn_101412,2098.72,59,1,0,0,0,credit_card,11,0
txn_101413,3324.55,194,0,0,1,0,debit_card,14,0
txn_101414,1189.7,5,1,0,0,0,upi,1,0
txn_101415,1009.38,433,3,0,0,0,net_banking,8,0
txn_101416,1365.05,12,1,0,0,0,upi,7,0
txn_101417,913.77,0,2,0,0,0,credit_card,10,1
txn_101418,5085.55,2,1,0,0,0,net_banking,20,0
txn_101419,1708.28,223,8,1,0,0,debit_card,18,0
txn_101420,4152.18,127,4,0,0,0,upi,19,0
txn_101421,1900.25,76,1,1,0,0,credit_card,12,0
txn_101422,1384.68,115,5,0,0,0,credit_card,10,0
txn_101423,443.0,187,1,0,0,0,credit_card,13,0
txn_101424,1449.78,135,1,0,1,0,credit_card,14,0
txn_101425,1560.25,241,3,0,1,0,debit_card,18,0
txn_101426,599.77,16,0,0,0,0,credit_card,9,0
txn_101427,541.29,125,3,1,0,0,upi,12,0
txn_101428,3771.85,11,4,2,0,0,wallet,16,0
txn_101429,970.59,17,6,0,0,0,wallet,21,0
txn_101430,789.79,1009,7,0,0,0,credit_card,13,0
txn_101431,2373.28,112,0,0,0,0,credit_card,10,0
txn_101432,1890.02,412,9,0,0,0,upi,15,0
txn_101433,2038.66,583,1,0,0,0,upi,17,0
txn_101434,1347.67,281,1,0,0,0,debit_card,14,0
txn_101435,326.62,11,1,0,0,0,credit_card,15,0
txn_101436,1506.28,58,11,1,0,0,debit_card,12,0
txn_101437,2581.74,207,0,0,0,0,credit_card,9,0
txn_101438,555.29,41,17,6,0,0,debit_card,8,0
txn_101439,1630.75,95,0,0,0,0,credit_card,6,0
txn_101440,1976.53,14,2,0,0,0,credit_card,20,0
txn_101441,2190.05,22,0,0,0,1,credit_card,10,0
txn_101442,2412.03,91,7,0,0,0,upi,10,0
txn_101443,6048.59,204,15,0,0,0,net_banking,9,0
txn_101444,2435.57,37,7,2,0,0,credit_card,9,0
txn_101445,1181.35,518,0,0,0,0,wallet,13,0
txn_101446,679.9,569,0,0,0,0,credit_card,7,0
txn_101447,973.04,290,13,0,0,0,credit_card,10,0
txn_101448,1625.86,10,2,0,0,0,upi,8,0
txn_101449,1517.08,292,4,0,0,0,wallet,15,0
txn_101450,2693.74,555,10,0,0,0,upi,17,0
txn_101451,2148.95,59,8,3,0,0,wallet,10,0
txn_101452,780.11,8,2,0,0,1,upi,20,0
txn_101453,2289.23,99,2,0,0,0,debit_card,19,0
txn_101454,975.33,244,13,0,0,0,credit_card,21,0
txn_101455,571.66,604,1,0,0,1,upi,1,0
txn_101456,5327.26,188,6,0,0,0,net_banking,16,0
txn_101457,2745.18,51,2,0,0,0,wallet,11,0
txn_101458,2341.5,75,1,0,0,0,credit_card,12,0
txn_101459,903.16,9,4,0,0,0,credit_card,17,0
txn_101460,1026.17,151,10,0,0,1,net_banking,11,0
txn_101461,446.06,642,6,0,0,0,debit_card,9,0
txn_101462,2212.6,381,1,0,0,0,debit_card,16,0
txn_101463,1267.05,52,9,3,0,0,credit_card,9,0
txn_101464,3634.13,19,2,1,0,0,upi,18,0
txn_101465,1879.4,7,2,0,0,1,wallet,21,0
txn_101466,590.91,9,4,0,1,0,debit_card,17,0
txn_101467,158.06,2,2,0,0,0,upi,10,0
txn_101468,661.42,181,7,2,0,0,upi,10,0
txn_101469,5291.22,142,0,0,1,0,credit_card,10,0
txn_101470,1353.43,38,7,1,1,0,credit_card,12,0
txn_101471,5289.54,160,3,0,0,0,upi,17,0
txn_101472,717.17,152,0,0,0,0,credit_card,22,0
txn_101473,692.43,742,4,0,0,0,wallet,12,0
txn_101474,3647.42,165,4,0,0,0,credit_card,19,0
txn_101475,14991.76,57,1,0,0,0,credit_card,17,0
txn_101476,1320.57,222,1,0,0,0,credit_card,9,0
txn_101477,1838.3,14,4,0,1,0,upi,11,0
txn_101478,699.25,96,6,2,0,0,upi,7,0
txn_101479,1196.72,90,10,0,0,0,debit_card,14,0
txn_101480,1330.2,26,4,0,0,0,upi,14,0
txn_101481,1964.07,151,3,0,1,0,net_banking,11,0
txn_101482,1144.64,51,5,0,0,0,debit_card,14,0
txn_101483,2085.78,345,0,0,1,0,credit_card,10,0
txn_101484,1734.31,292,0,0,1,0,credit_card,19,0
txn_101485,563.79,100,2,1,0,0,debit_card,12,0
txn_101486,760.87,138,2,0,1,0,credit_card,12,0
txn_101487,1024.87,13,2,0,0,0,debit_card,13,0
txn_101488,1261.83,52,8,1,0,0,credit_card,10,0
txn_101489,625.39,243,0,0,0,0,credit_card,12,0
txn_101490,7290.5,186,3,0,0,0,credit_card,17,0
txn_101491,887.0,267,4,0,0,0,debit_card,16,0
txn_101492,3381.4,338,3,0,0,0,credit_card,15,0
txn_101493,847.7,163,3,0,0,0,upi,17,0
txn_101494,643.13,503,13,1,1,0,net_banking,18,0
txn_101495,963.21,358,4,0,0,0,net_banking,9,0
txn_101496,2639.95,4,4,0,0,0,upi,9,0
txn_101497,879.78,41,7,1,0,0,credit_card,17,0
txn_101498,1549.23,6,1,0,0,0,upi,13,0
txn_101499,1485.03,14,2,0,0,0,net_banking,18,0
txn_101500,1236.09,4,4,0,1,0,debit_card,16,0
txn_101501,545.81,305,7,0,0,0,credit_card,18,0
txn_101502,1531.81,101,8,3,0,0,net_banking,7,0
txn_101503,175.0,79,7,0,0,0,credit_card,13,0
txn_101504,6802.57,250,0,0,0,0,upi,11,0
txn_101505,1521.42,6,2,0,0,0,debit_card,7,0
txn_101506,490.59,115,0,0,0,0,debit_card,16,0
txn_101507,519.02,427,1,0,0,0,upi,16,0
txn_101508,286.08,63,12,1,0,0,net_banking,19,0
txn_101509,341.0,463,0,0,0,0,credit_card,20,0
txn_101510,3188.59,245,8,0,0,0,debit_card,17,0
txn_101511,4132.67,111,10,0,1,0,debit_card,15,0
txn_101512,1266.6,10,1,0,0,0,debit_card,17,0
txn_101513,621.19,74,5,0,0,0,upi,8,0
txn_101514,1171.87,1,2,0,0,0,net_banking,16,0
txn_101515,1243.83,427,6,0,0,0,debit_card,12,0
txn_101516,767.16,67,5,0,0,0,debit_card,13,0
txn_101517,2561.85,7,1,0,0,0,credit_card,20,0
txn_101518,1445.14,445,14,0,0,0,credit_card,19,0
txn_101519,327.64,475,6,0,0,0,debit_card,12,0
txn_101520,2340.4,52,3,0,0,0,net_banking,16,0
txn_101521,1156.84,2,3,0,0,0,debit_card,20,0
txn_101522,1581.44,12,3,0,0,0,credit_card,12,0
txn_101523,573.33,110,3,0,0,0,credit_card,13,0
txn_101524,1006.55,211,1,1,0,0,credit_card,18,0
txn_101525,256.28,358,7,0,0,0,credit_card,20,0
txn_101526,1011.81,289,4,0,0,0,debit_card,15,0
txn_101527,2115.65,16,1,0,0,0,upi,19,0
txn_101528,4806.37,6,4,0,0,0,wallet,17,0
txn_101529,2168.81,263,2,0,0,0,credit_card,21,0
txn_101530,661.94,3,1,0,0,0,upi,9,0
txn_101531,2875.64,463,8,0,0,0,upi,16,0
txn_101532,1508.7,169,2,0,0,1,net_banking,13,1
txn_101533,1443.92,48,2,1,0,0,credit_card,11,0
txn_101534,5306.66,11,1,0,0,0,upi,18,0
txn_101535,2922.11,50,8,1,0,0,wallet,10,0
txn_101536,1006.85,30,3,0,0,0,credit_card,14,0
txn_101537,322.36,619,6,0,0,0,upi,20,0
txn_101538,212.79,14,1,0,0,0,net_banking,3,0
txn_101539,2003.69,102,3,0,0,0,net_banking,15,0
txn_101540,2131.06,66,3,0,0,0,credit_card,17,0
txn_101541,2404.73,856,1,0,0,0,upi,16,0
txn_101542,1193.27,41,2,0,0,0,upi,17,0
txn_101543,1830.47,7,4,0,0,0,debit_card,23,0
txn_101544,1137.34,168,0,0,0,0,upi,15,0
txn_101545,845.54,357,12,0,0,0,credit_card,14,0
txn_101546,895.89,532,3,0,0,0,debit_card,11,0
txn_101547,4086.55,47,8,0,1,0,credit_card,13,0
txn_101548,593.01,6,1,0,0,0,credit_card,15,0
txn_101549,1537.09,14,1,0,0,0,credit_card,16,0
txn_101550,527.15,259,16,1,0,0,credit_card,1,1
txn_101551,5515.29,5,4,0,0,0,upi,2,0
txn_101552,1967.42,77,0,0,0,0,upi,23,0
txn_101553,1198.11,140,0,0,1,0,debit_card,17,0
txn_101554,646.75,12,1,0,0,0,wallet,9,0
txn_101555,788.04,7,4,0,0,0,credit_card,21,0
txn_101556,884.23,39,3,0,0,0,credit_card,20,0
txn_101557,401.69,3,3,0,0,0,net_banking,12,0
txn_101558,626.29,98,0,0,0,0,debit_card,12,0
txn_101559,399.69,2,2,0,0,0,credit_card,18,0
txn_101560,2528.29,542,10,4,0,0,debit_card,11,0
txn_101561,1806.07,187,1,0,0,0,upi,12,0
txn_101562,4010.17,108,1,0,1,0,debit_card,17,0
txn_101563,1215.65,68,1,0,0,0,debit_card,15,0
txn_101564,3070.42,36,1,0,0,0,credit_card,20,0
txn_101565,1288.6,3,2,0,0,1,upi,17,0
txn_101566,4889.03,466,0,0,0,0,credit_card,21,0
txn_101567,1288.67,132,7,0,0,0,credit_card,17,0
txn_101568,949.17,58,6,0,0,0,credit_card,17,0
txn_101569,394.44,101,5,0,0,0,wallet,10,0
txn_101570,3820.88,9,4,0,0,0,debit_card,19,0
txn_101571,1675.2,8,2,1,0,0,upi,12,0
txn_101572,1000.2,9,3,0,0,0,debit_card,15,0
txn_101573,1858.81,344,1,0,0,0,net_banking,12,0
txn_101574,500.21,147,3,1,0,0,upi,8,0
txn_101575,4424.19,52,9,1,0,0,credit_card,22,0
txn_101576,2376.4,295,2,0,0,0,credit_card,18,0
txn_101577,869.49,8,1,0,0,0,upi,8,0
txn_101578,8877.27,17,3,1,0,0,debit_card,16,0
txn_101579,1096.55,13,2,0,0,0,upi,18,0
txn_101580,1077.86,11,3,0,0,0,credit_card,16,0
txn_101581,6092.33,3,4,0,0,0,credit_card,13,0
txn_101582,1422.45,86,2,1,0,0,credit_card,18,0
txn_101583,1422.42,5,4,0,1,0,debit_card,16,0
txn_101584,427.34,3,3,0,0,0,upi,8,0
txn_101585,1813.63,99,1,0,0,0,upi,6,0
txn_101586,1287.75,64,7,1,0,0,debit_card,12,0
txn_101587,1039.61,1,1,0,1,0,upi,17,0
txn_101588,181.97,415,4,0,0,0,wallet,6,0
txn_101589,517.69,41,2,0,0,0,credit_card,9,0
txn_101590,1761.29,5,1,0,0,0,net_banking,20,0
txn_101591,483.41,15,5,0,0,0,net_banking,18,0
txn_101592,2870.47,63,5,0,0,0,net_banking,3,0
txn_101593,915.85,593,2,0,0,0,debit_card,17,0
txn_101594,723.62,252,2,0,1,0,upi,17,0
txn_101595,690.11,53,1,0,0,1,upi,20,0
txn_101596,2292.74,0,4,1,0,1,credit_card,17,0
txn_101597,1509.39,72,1,0,0,1,debit_card,16,0
txn_101598,3129.61,43,2,0,0,0,credit_card,11,0
txn_101599,7161.86,51,4,0,1,0,credit_card,10,0
txn_101600,579.6,224,0,0,0,0,credit_card,21,0
txn_101601,393.22,9,4,0,1,0,debit_card,15,1
txn_101602,985.21,131,2,0,0,0,credit_card,14,0
txn_101603,4651.19,12,2,0,0,0,debit_card,18,0
txn_101604,1328.34,6,1,0,0,0,upi,19,0
txn_101605,1211.19,2,4,0,0,0,credit_card,20,0
txn_101606,281.38,5,1,0,0,0,upi,9,0
txn_101607,1611.9,250,6,0,0,1,upi,13,0
txn_101608,510.23,60,4,0,0,1,wallet,9,0
txn_101609,1436.02,95,0,0,1,0,credit_card,22,0
txn_101610,3737.76,32,2,0,0,0,debit_card,14,0
txn_101611,1823.51,725,2,0,0,0,debit_card,4,0
txn_101612,164.9,207,0,0,0,1,debit_card,18,0
txn_101613,2484.97,278,0,0,0,0,credit_card,15,0
txn_101614,1106.52,535,0,0,0,1,credit_card,10,0
txn_101615,752.87,517,0,0,1,0,credit_card,11,0
txn_101616,1419.77,64,6,0,1,0,credit_card,22,0
txn_101617,4017.66,266,0,0,0,0,upi,16,0
txn_101618,3531.64,248,1,0,0,0,upi,8,0
txn_101619,3429.55,114,3,0,0,0,credit_card,19,0
txn_101620,1393.37,1,1,0,0,0,credit_card,9,0
txn_101621,5454.58,44,0,0,0,0,credit_card,13,0
txn_101622,1651.58,168,8,0,0,0,credit_card,7,0
txn_101623,6839.58,244,3,0,0,0,credit_card,14,0
txn_101624,4310.65,15,0,0,0,0,debit_card,17,0
txn_101625,1138.58,295,10,0,1,0,credit_card,8,0
txn_101626,753.69,159,4,0,0,0,credit_card,2,0
txn_101627,347.03,36,0,0,1,0,credit_card,8,0
txn_101628,2122.06,125,16,0,0,0,credit_card,8,0
txn_101629,2549.4,542,1,0,0,0,upi,22,0
txn_101630,4776.3,2,2,0,0,1,upi,12,1
